,年份,始发城市,始发城市所属省份,始发城市代码,终点城市,终点城市所属省份,终点城市代码,年度迁徙意愿指数,年度实际迁徙指数
1713,2018.0,上海,上海市,310000.0,七台河,黑龙江省,230900.0,0.18,0.021388889
1714,2018.0,上海,上海市,310000.0,万宁,海南省,469006.0,0.31,0.018333333
1715,2018.0,上海,上海市,310000.0,三亚,海南省,460200.0,19.0575,0.315555556
1716,2018.0,上海,上海市,310000.0,三明,福建省,350400.0,9.850833333,0.854166667
1717,2018.0,上海,上海市,310000.0,三门峡,河南省,411200.0,4.730277778,0.228055556
1718,2018.0,上海,上海市,310000.0,上饶,江西省,361100.0,70.86305556,8.678333333
1719,2018.0,上海,上海市,310000.0,东方,海南省,469007.0,0.095833333,0.013055556
1720,2018.0,上海,上海市,310000.0,东莞,广东省,441900.0,27.0175,1.753611111
1721,2018.0,上海,上海市,310000.0,东营,山东省,370500.0,6.485555556,0.806111111
1722,2018.0,上海,上海市,310000.0,中卫,宁夏回族自治区,640500.0,0.445833333,0.028888889
1723,2018.0,上海,上海市,310000.0,中山,广东省,442000.0,8.7525,0.394444444
1724,2018.0,上海,上海市,310000.0,临夏回族,甘肃省,622900.0,0.309722222,0.025555556
1725,2018.0,上海,上海市,310000.0,临汾,山西省,141000.0,5.450277778,0.255
1726,2018.0,上海,上海市,310000.0,临沂,山东省,371300.0,65.51777778,12.34611111
1727,2018.0,上海,上海市,310000.0,临沧,云南省,530900.0,0.969722222,0.046111111
1728,2018.0,上海,上海市,310000.0,临高县,海南省,469024.0,0.025833333,0.005555556
1729,2018.0,上海,上海市,310000.0,丹东,辽宁省,210600.0,3.655,0.1175
1730,2018.0,上海,上海市,310000.0,丽水,浙江省,331100.0,54.15805556,6.121944444
1731,2018.0,上海,上海市,310000.0,丽江,云南省,530700.0,8.833888889,0.126388889
1732,2018.0,上海,上海市,310000.0,乌兰察布,内蒙古自治区,150900.0,1.193888889,0.060277778
1733,2018.0,上海,上海市,310000.0,乌海,内蒙古自治区,150300.0,0.209722222,0.020555556
1734,2018.0,上海,上海市,310000.0,乌鲁木齐,新疆维吾尔自治区,650100.0,21.23944444,0.613888889
1735,2018.0,上海,上海市,310000.0,乐东黎族自治县,海南省,469027.0,0.043055556,0.005833333
1736,2018.0,上海,上海市,310000.0,乐山,四川省,511100.0,4.232777778,0.106388889
1737,2018.0,上海,上海市,310000.0,九江,江西省,360400.0,43.55333333,4.234166667
1738,2018.0,上海,上海市,310000.0,云浮,广东省,445300.0,0.782777778,0.057777778
1739,2018.0,上海,上海市,310000.0,五家渠,新疆维吾尔自治区,659004.0,0.003333333,0.001388889
1740,2018.0,上海,上海市,310000.0,五指山,海南省,469001.0,0.1025,0.008611111
1741,2018.0,上海,上海市,310000.0,亳州,安徽省,341600.0,65.14222222,8.133611111
1742,2018.0,上海,上海市,310000.0,仙桃,湖北省,429004.0,2.372222222,0.175
1743,2018.0,上海,上海市,310000.0,伊春,黑龙江省,230700.0,0.470277778,0.031944444
1744,2018.0,上海,上海市,310000.0,伊犁哈萨克,新疆维吾尔自治区,654000.0,4.29,0.084444444
1745,2018.0,上海,上海市,310000.0,佛山,广东省,440600.0,20.35694444,1.253333333
1746,2018.0,上海,上海市,310000.0,佳木斯,黑龙江省,230800.0,2.710555556,0.0875
1747,2018.0,上海,上海市,310000.0,保亭黎族苗族自治县,海南省,469029.0,0.036111111,0.004444444
1748,2018.0,上海,上海市,310000.0,保定,河北省,130600.0,14.00305556,0.914444444
1749,2018.0,上海,上海市,310000.0,保山,云南省,530500.0,2.635277778,0.077222222
1750,2018.0,上海,上海市,310000.0,信阳,河南省,411500.0,59.94388889,5.960277778
1751,2018.0,上海,上海市,310000.0,儋州,海南省,460400.0,0.211388889,0.021111111
1752,2018.0,上海,上海市,310000.0,克孜勒苏柯尔克孜,新疆维吾尔自治区,653000.0,0.736666667,0.036388889
1753,2018.0,上海,上海市,310000.0,克拉玛依,新疆维吾尔自治区,650200.0,0.761944444,0.034444444
1754,2018.0,上海,上海市,310000.0,六安,安徽省,341500.0,97.6825,12.4075
1755,2018.0,上海,上海市,310000.0,六盘水,贵州省,520200.0,2.784166667,0.103055556
1756,2018.0,上海,上海市,310000.0,兰州,甘肃省,620100.0,12.98944444,0.346666667
1757,2018.0,上海,上海市,310000.0,兴安盟,内蒙古自治区,152200.0,1.148888889,0.038333333
1758,2018.0,上海,上海市,310000.0,内江,四川省,511000.0,2.366388889,0.1075
1759,2018.0,上海,上海市,310000.0,凉山彝族,四川省,513400.0,3.624444444,0.069444444
1760,2018.0,上海,上海市,310000.0,包头,内蒙古自治区,150200.0,3.265,0.125555556
1761,2018.0,上海,上海市,310000.0,北京,北京市,110000.0,237.9230556,7.641666667
1762,2018.0,上海,上海市,310000.0,北屯,新疆维吾尔自治区,659005.0,0.010277778,0.0025
1763,2018.0,上海,上海市,310000.0,北海,广西壮族自治区,450500.0,5.343888889,0.126666667
1764,2018.0,上海,上海市,310000.0,十堰,湖北省,420300.0,9.261111111,0.405277778
1766,2018.0,上海,上海市,310000.0,南充,四川省,511300.0,12.74833333,0.482777778
1767,2018.0,上海,上海市,310000.0,南宁,广西壮族自治区,450100.0,15.03861111,0.595
1768,2018.0,上海,上海市,310000.0,南平,福建省,350700.0,34.33611111,3.361666667
1769,2018.0,上海,上海市,310000.0,南昌,江西省,360100.0,49.39861111,5.127777778
1771,2018.0,上海,上海市,310000.0,南阳,河南省,411300.0,27.48638889,1.975277778
1772,2018.0,上海,上海市,310000.0,博尔塔拉蒙古,新疆维吾尔自治区,652700.0,0.470277778,0.023611111
1773,2018.0,上海,上海市,310000.0,厦门,福建省,350200.0,42.93638889,1.799166667
1774,2018.0,上海,上海市,310000.0,双河,新疆维吾尔自治区,659007.0,0.001111111,0.000833333
1775,2018.0,上海,上海市,310000.0,双鸭山,黑龙江省,230500.0,0.443055556,0.028611111
1778,2018.0,上海,上海市,310000.0,吉安,江西省,360800.0,18.57222222,1.2425
1779,2018.0,上海,上海市,310000.0,吉林,吉林省,220200.0,3.71,0.133888889
1780,2018.0,上海,上海市,310000.0,吐鲁番,新疆维吾尔自治区,650400.0,0.600277778,0.032777778
1781,2018.0,上海,上海市,310000.0,吕梁,山西省,141100.0,2.021111111,0.104444444
1782,2018.0,上海,上海市,310000.0,吴忠,宁夏回族自治区,640300.0,0.497777778,0.043888889
1783,2018.0,上海,上海市,310000.0,周口,河南省,411600.0,55.19333333,5.851944444
1784,2018.0,上海,上海市,310000.0,呼伦贝尔,内蒙古自治区,150700.0,7.301388889,0.120833333
1785,2018.0,上海,上海市,310000.0,呼和浩特,内蒙古自治区,150100.0,7.685,0.283888889
1786,2018.0,上海,上海市,310000.0,和田,新疆维吾尔自治区,653200.0,0.575277778,0.028333333
1787,2018.0,上海,上海市,310000.0,咸宁,湖北省,421200.0,9.749722222,0.859722222
1788,2018.0,上海,上海市,310000.0,咸阳,陕西省,610400.0,10.66444444,0.456666667
1789,2018.0,上海,上海市,310000.0,哈密,新疆维吾尔自治区,650500.0,0.583055556,0.032222222
1790,2018.0,上海,上海市,310000.0,哈尔滨,黑龙江省,230100.0,23.09694444,0.673333333
1791,2018.0,上海,上海市,310000.0,唐山,河北省,130200.0,8.574166667,0.573333333
1792,2018.0,上海,上海市,310000.0,商丘,河南省,411400.0,52.27777778,5.4175
1793,2018.0,上海,上海市,310000.0,商洛,陕西省,611000.0,2.028333333,0.1175
1794,2018.0,上海,上海市,310000.0,喀什,新疆维吾尔自治区,653100.0,3.940277778,0.096388889
1796,2018.0,上海,上海市,310000.0,嘉峪关,甘肃省,620200.0,0.2225,0.013055556
1797,2018.0,上海,上海市,310000.0,四平,吉林省,220300.0,1.453055556,0.080833333
1798,2018.0,上海,上海市,310000.0,固原,宁夏回族自治区,640400.0,0.484722222,0.038055556
1799,2018.0,上海,上海市,310000.0,图木舒克,新疆维吾尔自治区,659003.0,0.006111111,0.002222222
1800,2018.0,上海,上海市,310000.0,塔城,新疆维吾尔自治区,654200.0,0.673055556,0.035
1801,2018.0,上海,上海市,310000.0,大兴安岭,黑龙江省,232700.0,2.056666667,0.048055556
1802,2018.0,上海,上海市,310000.0,大同,山西省,140200.0,3.676388889,0.131944444
1803,2018.0,上海,上海市,310000.0,大庆,黑龙江省,230600.0,2.352777778,0.104166667
1804,2018.0,上海,上海市,310000.0,大理白族,云南省,532900.0,10.2075,0.168055556
1805,2018.0,上海,上海市,310000.0,大连,辽宁省,210200.0,21.82027778,0.465833333
1806,2018.0,上海,上海市,310000.0,天水,甘肃省,620500.0,5.406111111,0.175555556
1807,2018.0,上海,上海市,310000.0,天津,天津市,120000.0,48.67805556,3.532777778
1808,2018.0,上海,上海市,310000.0,天门,湖北省,429006.0,1.777777778,0.122222222
1809,2018.0,上海,上海市,310000.0,太原,山西省,140100.0,16.00666667,0.756111111
1810,2018.0,上海,上海市,310000.0,威海,山东省,371000.0,19.56,1.466666667
1811,2018.0,上海,上海市,310000.0,娄底,湖南省,431300.0,4.139444444,0.251388889
1812,2018.0,上海,上海市,310000.0,孝感,湖北省,420900.0,8.650277778,0.668611111
1813,2018.0,上海,上海市,310000.0,宁德,福建省,350900.0,26.67694444,3.291388889
1816,2018.0,上海,上海市,310000.0,安康,陕西省,610900.0,4.720555556,0.225
1817,2018.0,上海,上海市,310000.0,安阳,河南省,410500.0,9.978333333,0.585833333
1818,2018.0,上海,上海市,310000.0,安顺,贵州省,520400.0,4.454722222,0.124444444
1819,2018.0,上海,上海市,310000.0,定安县,海南省,469021.0,0.014166667,0.005
1820,2018.0,上海,上海市,310000.0,定西,甘肃省,621100.0,2.249722222,0.0925
1821,2018.0,上海,上海市,310000.0,宜宾,四川省,511500.0,6.603333333,0.231666667
1822,2018.0,上海,上海市,310000.0,宜昌,湖北省,420500.0,13.10972222,0.742222222
1823,2018.0,上海,上海市,310000.0,宜春,江西省,360900.0,25.34305556,2.399166667
1824,2018.0,上海,上海市,310000.0,宝鸡,陕西省,610300.0,5.647222222,0.194722222
1826,2018.0,上海,上海市,310000.0,宿州,安徽省,341300.0,58.26166667,6.830833333
1827,2018.0,上海,上海市,310000.0,宿迁,江苏省,321300.0,97.87888889,17.59694444
1828,2018.0,上海,上海市,310000.0,屯昌县,海南省,469022.0,0.005833333,0.0025
1829,2018.0,上海,上海市,310000.0,山南,西藏自治区,540500.0,0.1225,0.010833333
1830,2018.0,上海,上海市,310000.0,岳阳,湖南省,430600.0,10.86416667,0.807222222
1831,2018.0,上海,上海市,310000.0,崇左,广西壮族自治区,451400.0,1.652222222,0.093055556
1832,2018.0,上海,上海市,310000.0,巴中,四川省,511900.0,14.86805556,0.591388889
1833,2018.0,上海,上海市,310000.0,巴彦淖尔,内蒙古自治区,150800.0,0.745555556,0.053055556
1834,2018.0,上海,上海市,310000.0,巴音郭楞蒙古,新疆维吾尔自治区,652800.0,2.996111111,0.061666667
1836,2018.0,上海,上海市,310000.0,常德,湖南省,430700.0,8.58,0.526944444
1837,2018.0,上海,上海市,310000.0,平凉,甘肃省,620800.0,1.543055556,0.071111111
1838,2018.0,上海,上海市,310000.0,平顶山,河南省,410400.0,12.27444444,0.910833333
1839,2018.0,上海,上海市,310000.0,广元,四川省,510800.0,5.113333333,0.188888889
1840,2018.0,上海,上海市,310000.0,广安,四川省,511600.0,3.148055556,0.135833333
1841,2018.0,上海,上海市,310000.0,广州,广东省,440100.0,89.99083333,4.873611111
1842,2018.0,上海,上海市,310000.0,庆阳,甘肃省,621000.0,4.354444444,0.158333333
1843,2018.0,上海,上海市,310000.0,廊坊,河北省,131000.0,11.26666667,0.734166667
1844,2018.0,上海,上海市,310000.0,延安,陕西省,610600.0,3.105277778,0.093055556
1845,2018.0,上海,上海市,310000.0,延边朝鲜族,吉林省,222400.0,4.063333333,0.092777778
1846,2018.0,上海,上海市,310000.0,开封,河南省,410200.0,15.25333333,1.129166667
1847,2018.0,上海,上海市,310000.0,张家口,河北省,130700.0,6.118611111,0.243333333
1848,2018.0,上海,上海市,310000.0,张家界,湖南省,430800.0,18.30361111,0.295833333
1849,2018.0,上海,上海市,310000.0,张掖,甘肃省,620700.0,1.338055556,0.044722222
1850,2018.0,上海,上海市,310000.0,徐州,江苏省,320300.0,98.26166667,12.41888889
1851,2018.0,上海,上海市,310000.0,德宏傣族景颇族,云南省,533100.0,1.610277778,0.060277778
1852,2018.0,上海,上海市,310000.0,德州,山东省,371400.0,10.00777778,0.984444444
1853,2018.0,上海,上海市,310000.0,德阳,四川省,510600.0,4.158055556,0.163888889
1854,2018.0,上海,上海市,310000.0,忻州,山西省,140900.0,4.369444444,0.112777778
1855,2018.0,上海,上海市,310000.0,怀化,湖南省,431200.0,5.789444444,0.293333333
1856,2018.0,上海,上海市,310000.0,怒江傈僳族,云南省,533300.0,0.111111111,0.010277778
1857,2018.0,上海,上海市,310000.0,恩施土家族苗族,湖北省,422800.0,14.84027778,0.507222222
1858,2018.0,上海,上海市,310000.0,惠州,广东省,441300.0,11.43888889,0.482222222
1859,2018.0,上海,上海市,310000.0,成都,四川省,510100.0,78.44416667,2.657777778
1861,2018.0,上海,上海市,310000.0,承德,河北省,130800.0,4.2925,0.135833333
1862,2018.0,上海,上海市,310000.0,抚州,江西省,361000.0,24.11222222,3.369722222
1863,2018.0,上海,上海市,310000.0,抚顺,辽宁省,210400.0,1.058333333,0.060277778
1864,2018.0,上海,上海市,310000.0,拉萨,西藏自治区,540100.0,22.32833333,0.490555556
1865,2018.0,上海,上海市,310000.0,揭阳,广东省,445200.0,3.985,0.153333333
1866,2018.0,上海,上海市,310000.0,攀枝花,四川省,510400.0,0.433888889,0.028611111
1867,2018.0,上海,上海市,310000.0,文山壮族苗族,云南省,532600.0,1.943055556,0.075555556
1868,2018.0,上海,上海市,310000.0,文昌,海南省,469005.0,0.293888889,0.019722222
1869,2018.0,上海,上海市,310000.0,新乡,河南省,410700.0,12.91972222,0.876666667
1870,2018.0,上海,上海市,310000.0,新余,江西省,360500.0,4.250277778,0.381111111
1872,2018.0,上海,上海市,310000.0,日喀则,西藏自治区,540200.0,1.906944444,0.051666667
1873,2018.0,上海,上海市,310000.0,日照,山东省,371100.0,19.46722222,2.776111111
1874,2018.0,上海,上海市,310000.0,昆明,云南省,530100.0,30.95527778,1.251111111
1875,2018.0,上海,上海市,310000.0,昌吉回族,新疆维吾尔自治区,652300.0,1.168611111,0.044166667
1876,2018.0,上海,上海市,310000.0,昌江黎族自治县,海南省,469026.0,0.004444444,0.001111111
1877,2018.0,上海,上海市,310000.0,昌都,西藏自治区,540300.0,0.239722222,0.014722222
1878,2018.0,上海,上海市,310000.0,昭通,云南省,530600.0,3.825277778,0.156944444
1879,2018.0,上海,上海市,310000.0,晋中,山西省,140700.0,5.331944444,0.215277778
1880,2018.0,上海,上海市,310000.0,晋城,山西省,140500.0,2.554722222,0.160555556
1881,2018.0,上海,上海市,310000.0,普洱,云南省,530800.0,1.412777778,0.055277778
1882,2018.0,上海,上海市,310000.0,景德镇,江西省,360200.0,16.92138889,2.264722222
1883,2018.0,上海,上海市,310000.0,曲靖,云南省,530300.0,3.033333333,0.126388889
1884,2018.0,上海,上海市,310000.0,朔州,山西省,140600.0,0.668888889,0.043611111
1885,2018.0,上海,上海市,310000.0,朝阳,辽宁省,211300.0,1.278611111,0.075277778
1886,2018.0,上海,上海市,310000.0,本溪,辽宁省,210500.0,0.689166667,0.043888889
1887,2018.0,上海,上海市,310000.0,来宾,广西壮族自治区,451300.0,0.448333333,0.031666667
1889,2018.0,上海,上海市,310000.0,松原,吉林省,220700.0,0.95,0.050555556
1890,2018.0,上海,上海市,310000.0,林芝,西藏自治区,540400.0,0.576666667,0.019444444
1891,2018.0,上海,上海市,310000.0,果洛藏族,青海省,632600.0,0.056111111,0.006666667
1892,2018.0,上海,上海市,310000.0,枣庄,山东省,370400.0,23.00027778,2.552222222
1893,2018.0,上海,上海市,310000.0,柳州,广西壮族自治区,450200.0,5.615833333,0.326388889
1894,2018.0,上海,上海市,310000.0,株洲,湖南省,430200.0,7.858888889,0.626111111
1895,2018.0,上海,上海市,310000.0,桂林,广西壮族自治区,450300.0,13.67111111,0.379444444
1896,2018.0,上海,上海市,310000.0,梅州,广东省,441400.0,2.55,0.169166667
1897,2018.0,上海,上海市,310000.0,梧州,广西壮族自治区,450400.0,0.827222222,0.053055556
1898,2018.0,上海,上海市,310000.0,楚雄彝族,云南省,532300.0,1.028333333,0.04
1899,2018.0,上海,上海市,310000.0,榆林,陕西省,610800.0,2.538055556,0.125555556
1900,2018.0,上海,上海市,310000.0,武威,甘肃省,620600.0,0.861111111,0.0625
1901,2018.0,上海,上海市,310000.0,武汉,湖北省,420100.0,88.23722222,7.120833333
1902,2018.0,上海,上海市,310000.0,毕节,贵州省,520500.0,5.285555556,0.215833333
1903,2018.0,上海,上海市,310000.0,永州,湖南省,431100.0,5.291666667,0.256944444
1904,2018.0,上海,上海市,310000.0,汉中,陕西省,610700.0,5.665277778,0.199722222
1905,2018.0,上海,上海市,310000.0,汕头,广东省,440500.0,7.070555556,0.313055556
1906,2018.0,上海,上海市,310000.0,汕尾,广东省,441500.0,1.481388889,0.098333333
1907,2018.0,上海,上海市,310000.0,江门,广东省,440700.0,4.782777778,0.181666667
1909,2018.0,上海,上海市,310000.0,沈阳,辽宁省,210100.0,22.70222222,1.270833333
1910,2018.0,上海,上海市,310000.0,沧州,河北省,130900.0,11.23777778,1.540555556
1911,2018.0,上海,上海市,310000.0,河池,广西壮族自治区,451200.0,1.568055556,0.065
1912,2018.0,上海,上海市,310000.0,河源,广东省,441600.0,1.975,0.162777778
1913,2018.0,上海,上海市,310000.0,泉州,福建省,350500.0,22.92305556,1.799166667
1914,2018.0,上海,上海市,310000.0,泰安,山东省,370900.0,17.49333333,1.212777778
1916,2018.0,上海,上海市,310000.0,泸州,四川省,510500.0,5.088888889,0.1975
1917,2018.0,上海,上海市,310000.0,洛阳,河南省,410300.0,20.37666667,1.114444444
1918,2018.0,上海,上海市,310000.0,济南,山东省,370100.0,36.3325,3.286111111
1919,2018.0,上海,上海市,310000.0,济宁,山东省,370800.0,28.03166667,2.697222222
1920,2018.0,上海,上海市,310000.0,济源,河南省,419001.0,1.140833333,0.088888889
1921,2018.0,上海,上海市,310000.0,海东,青海省,630200.0,1.270555556,0.076388889
1922,2018.0,上海,上海市,310000.0,海北藏族,青海省,632200.0,0.984166667,0.009722222
1923,2018.0,上海,上海市,310000.0,海南藏族,青海省,632500.0,0.435277778,0.0325
1924,2018.0,上海,上海市,310000.0,海口,海南省,460100.0,11.02166667,0.316666667
1925,2018.0,上海,上海市,310000.0,海西蒙古族藏族,青海省,632800.0,3.220277778,0.05
1926,2018.0,上海,上海市,310000.0,淄博,山东省,370300.0,10.42555556,1.291666667
1927,2018.0,上海,上海市,310000.0,淮北,安徽省,340600.0,18.68805556,2.206388889
1928,2018.0,上海,上海市,310000.0,淮南,安徽省,340400.0,78.16861111,11.08333333
1929,2018.0,上海,上海市,310000.0,淮安,江苏省,320800.0,108.9319444,21.76277778
1930,2018.0,上海,上海市,310000.0,深圳,广东省,440300.0,78.45361111,3.255833333
1931,2018.0,上海,上海市,310000.0,清远,广东省,441800.0,3.156388889,0.144166667
1933,2018.0,上海,上海市,310000.0,渭南,陕西省,610500.0,10.22555556,0.389444444
1935,2018.0,上海,上海市,310000.0,湘潭,湖南省,430300.0,4.795277778,0.353333333
1936,2018.0,上海,上海市,310000.0,湘西土家族苗族,湖南省,433100.0,7.936111111,0.188333333
1937,2018.0,上海,上海市,310000.0,湛江,广东省,440800.0,6.661388889,0.259722222
1939,2018.0,上海,上海市,310000.0,滨州,山东省,371600.0,6.771944444,0.758055556
1940,2018.0,上海,上海市,310000.0,漯河,河南省,411100.0,9.016111111,1.089166667
1941,2018.0,上海,上海市,310000.0,漳州,福建省,350600.0,9.485,0.534166667
1942,2018.0,上海,上海市,310000.0,潍坊,山东省,370700.0,23.36055556,3.192777778
1943,2018.0,上海,上海市,310000.0,潜江,湖北省,429005.0,1.606944444,0.125833333
1944,2018.0,上海,上海市,310000.0,潮州,广东省,445100.0,2.861944444,0.129166667
1945,2018.0,上海,上海市,310000.0,澄迈县,海南省,469023.0,0.156666667,0.015
1946,2018.0,上海,上海市,310000.0,濮阳,河南省,410900.0,11.0025,0.960277778
1947,2018.0,上海,上海市,310000.0,烟台,山东省,370600.0,35.77472222,3.724722222
1948,2018.0,上海,上海市,310000.0,焦作,河南省,410800.0,8.4075,0.470555556
1949,2018.0,上海,上海市,310000.0,牡丹江,黑龙江省,231000.0,2.131666667,0.076111111
1950,2018.0,上海,上海市,310000.0,玉林,广西壮族自治区,450900.0,1.913333333,0.093055556
1951,2018.0,上海,上海市,310000.0,玉树藏族,青海省,632700.0,0.108611111,0.010555556
1952,2018.0,上海,上海市,310000.0,玉溪,云南省,530400.0,1.433055556,0.065277778
1953,2018.0,上海,上海市,310000.0,珠海,广东省,440400.0,17.16888889,0.361111111
1954,2018.0,上海,上海市,310000.0,琼中黎族苗族自治县,海南省,469030.0,0.035,0.005277778
1955,2018.0,上海,上海市,310000.0,琼海,海南省,469002.0,0.337222222,0.021111111
1956,2018.0,上海,上海市,310000.0,甘南藏族,甘肃省,623000.0,0.198611111,0.011944444
1957,2018.0,上海,上海市,310000.0,甘孜藏族,四川省,513300.0,7.813888889,0.082777778
1958,2018.0,上海,上海市,310000.0,白城,吉林省,220800.0,0.488611111,0.034722222
1959,2018.0,上海,上海市,310000.0,白山,吉林省,220600.0,1.165277778,0.043333333
1960,2018.0,上海,上海市,310000.0,白沙黎族自治县,海南省,469025.0,0.005833333,0.001944444
1961,2018.0,上海,上海市,310000.0,白银,甘肃省,620400.0,0.660555556,0.039722222
1962,2018.0,上海,上海市,310000.0,百色,广西壮族自治区,451000.0,1.4175,0.073888889
1963,2018.0,上海,上海市,310000.0,益阳,湖南省,430900.0,5.346944444,0.35
1965,2018.0,上海,上海市,310000.0,盘锦,辽宁省,211100.0,1.642777778,0.116111111
1966,2018.0,上海,上海市,310000.0,眉山,四川省,511400.0,3.19,0.119722222
1967,2018.0,上海,上海市,310000.0,石嘴山,宁夏回族自治区,640200.0,0.282777778,0.025
1968,2018.0,上海,上海市,310000.0,石家庄,河北省,130100.0,19.34861111,1.303888889
1969,2018.0,上海,上海市,310000.0,石河子,新疆维吾尔自治区,659001.0,0.215,0.014166667
1970,2018.0,上海,上海市,310000.0,神农架林区,湖北省,429021.0,1.288333333,0.0325
1971,2018.0,上海,上海市,310000.0,福州,福建省,350100.0,40.65388889,3.986666667
1972,2018.0,上海,上海市,310000.0,秦皇岛,河北省,130300.0,8.189722222,0.358611111
1973,2018.0,上海,上海市,310000.0,红河哈尼族彝族,云南省,532500.0,3.3525,0.095
1975,2018.0,上海,上海市,310000.0,绥化,黑龙江省,231200.0,1.590833333,0.0675
1976,2018.0,上海,上海市,310000.0,绵阳,四川省,510700.0,10.89972222,0.386388889
1977,2018.0,上海,上海市,310000.0,聊城,山东省,371500.0,11.20222222,0.888055556
1978,2018.0,上海,上海市,310000.0,肇庆,广东省,441200.0,2.306666667,0.104166667
1979,2018.0,上海,上海市,310000.0,自贡,四川省,510300.0,2.195833333,0.101388889
1983,2018.0,上海,上海市,310000.0,茂名,广东省,440900.0,2.138611111,0.103333333
1984,2018.0,上海,上海市,310000.0,荆州,湖北省,421000.0,11.82333333,0.865
1985,2018.0,上海,上海市,310000.0,荆门,湖北省,420800.0,6.579722222,0.5225
1986,2018.0,上海,上海市,310000.0,莆田,福建省,350300.0,8.198055556,0.647222222
1987,2018.0,上海,上海市,310000.0,菏泽,山东省,371700.0,40.68055556,4.038333333
1988,2018.0,上海,上海市,310000.0,萍乡,江西省,360300.0,4.754722222,0.402222222
1989,2018.0,上海,上海市,310000.0,营口,辽宁省,210800.0,2.133055556,0.122222222
1990,2018.0,上海,上海市,310000.0,葫芦岛,辽宁省,211400.0,2.633611111,0.1425
1991,2018.0,上海,上海市,310000.0,蚌埠,安徽省,340300.0,57.17222222,8.248888889
1992,2018.0,上海,上海市,310000.0,衡水,河北省,131100.0,4.780555556,0.452222222
1993,2018.0,上海,上海市,310000.0,衡阳,湖南省,430400.0,8.023611111,0.415
1994,2018.0,上海,上海市,310000.0,衢州,浙江省,330800.0,41.19972222,7.486388889
1995,2018.0,上海,上海市,310000.0,襄阳,湖北省,420600.0,15.37611111,0.9325
1996,2018.0,上海,上海市,310000.0,西双版纳傣族,云南省,532800.0,3.182777778,0.0775
1997,2018.0,上海,上海市,310000.0,西宁,青海省,630100.0,7.231111111,0.211666667
1998,2018.0,上海,上海市,310000.0,西安,陕西省,610100.0,58.42166667,2.457222222
1999,2018.0,上海,上海市,310000.0,许昌,河南省,411000.0,12.45055556,1.065555556
2000,2018.0,上海,上海市,310000.0,贵港,广西壮族自治区,450800.0,1.043888889,0.065555556
2001,2018.0,上海,上海市,310000.0,贵阳,贵州省,520100.0,21.57916667,0.863611111
2002,2018.0,上海,上海市,310000.0,贺州,广西壮族自治区,451100.0,0.649722222,0.046666667
2003,2018.0,上海,上海市,310000.0,资阳,四川省,512000.0,2.095833333,0.096944444
2004,2018.0,上海,上海市,310000.0,赣州,江西省,360700.0,19.65416667,1.675277778
2005,2018.0,上海,上海市,310000.0,赤峰,内蒙古自治区,150400.0,4.183055556,0.173333333
2006,2018.0,上海,上海市,310000.0,辽源,吉林省,220400.0,0.316388889,0.036388889
2007,2018.0,上海,上海市,310000.0,辽阳,辽宁省,211000.0,0.824444444,0.063888889
2008,2018.0,上海,上海市,310000.0,达州,四川省,511700.0,8.978055556,0.342222222
2009,2018.0,上海,上海市,310000.0,运城,山西省,140800.0,9.349722222,0.475277778
2010,2018.0,上海,上海市,310000.0,连云港,江苏省,320700.0,81.69972222,15.19638889
2011,2018.0,上海,上海市,310000.0,迪庆藏族,云南省,533400.0,0.856111111,0.025277778
2012,2018.0,上海,上海市,310000.0,通化,吉林省,220500.0,1.531666667,0.074166667
2013,2018.0,上海,上海市,310000.0,通辽,内蒙古自治区,150500.0,1.445277778,0.070555556
2014,2018.0,上海,上海市,310000.0,遂宁,四川省,510900.0,5.470833333,0.205
2015,2018.0,上海,上海市,310000.0,遵义,贵州省,520300.0,13.01305556,0.566944444
2016,2018.0,上海,上海市,310000.0,邢台,河北省,130500.0,7.7425,0.700833333
2017,2018.0,上海,上海市,310000.0,那曲,西藏自治区,540600.0,0.303611111,0.013888889
2018,2018.0,上海,上海市,310000.0,邯郸,河北省,130400.0,10.40472222,0.764722222
2019,2018.0,上海,上海市,310000.0,邵阳,湖南省,430500.0,6.313888889,0.331111111
2020,2018.0,上海,上海市,310000.0,郑州,河南省,410100.0,60.67777778,4.696111111
2021,2018.0,上海,上海市,310000.0,郴州,湖南省,431000.0,4.6075,0.273333333
2022,2018.0,上海,上海市,310000.0,鄂尔多斯,内蒙古自治区,150600.0,3.451666667,0.193888889
2023,2018.0,上海,上海市,310000.0,鄂州,湖北省,420700.0,2.795277778,0.386944444
2024,2018.0,上海,上海市,310000.0,酒泉,甘肃省,620900.0,3.4725,0.061944444
2025,2018.0,上海,上海市,310000.0,重庆,重庆市,500000.0,92.13166667,4.140833333
2027,2018.0,上海,上海市,310000.0,金昌,甘肃省,620300.0,0.146388889,0.016666667
2028,2018.0,上海,上海市,310000.0,钦州,广西壮族自治区,450700.0,0.724722222,0.044722222
2029,2018.0,上海,上海市,310000.0,铁岭,辽宁省,211200.0,1.157777778,0.060833333
2030,2018.0,上海,上海市,310000.0,铁门关,新疆维吾尔自治区,659006.0,0.000277778,0.000277778
2031,2018.0,上海,上海市,310000.0,铜仁,贵州省,520600.0,7.138888889,0.296388889
2032,2018.0,上海,上海市,310000.0,铜川,陕西省,610200.0,0.311111111,0.028055556
