,年份,始发城市,年度实际迁徙指数
2033,2023.0,泰州,7300.0961114090005
2034,2023.0,泸州,2439.038333392
2035,2023.0,洛阳,4507.247777705999
2036,2023.0,济南,12578.661388028
2037,2023.0,济宁,6667.667777745
2038,2023.0,济源,985.410000053
2039,2023.0,海东,1467.8458332989999
2040,2023.0,海北藏族,311.72694448100003
2041,2023.0,海南藏族,634.672777718
2042,2023.0,海口,3250.721388903
2043,2023.0,海西蒙古族藏族,637.677777757
2044,2023.0,淄博,6472.2166660600005
2045,2023.0,淮北,2307.795555525
2046,2023.0,淮南,3366.441111483
2047,2023.0,淮安,6931.428055773999
2048,2023.0,深圳,33266.577775032
2049,2023.0,清远,8836.38749963
2050,2023.0,温州,4106.5000000830005
2051,2023.0,渭南,4627.886944429
2052,2023.0,湖州,10020.512777829
2053,2023.0,湘潭,4760.652222438
2054,2023.0,湘西土家族苗族,1581.337777753
2055,2023.0,湛江,3270.035833338
2056,2023.0,滁州,8223.802499513
2057,2023.0,滨州,6527.061111084
2058,2023.0,漯河,2324.081944579
2059,2023.0,漳州,4775.335000265
2060,2023.0,潍坊,8867.472222157001
2061,2023.0,潜江,1005.200000019
2062,2023.0,潮州,3026.37111105
2063,2023.0,澄迈县,1399.509722195
2064,2023.0,濮阳,2914.418611089
2065,2023.0,烟台,3571.543888994
2066,2023.0,焦作,3383.728333127
2067,2023.0,牡丹江,368.94611112300004
2068,2023.0,玉林,2659.703611243
2069,2023.0,玉树藏族,98.235000001
2070,2023.0,玉溪,1839.473889343
2071,2023.0,珠海,7361.8866669690005
2072,2023.0,琼中黎族苗族自治县,291.248333343
2073,2023.0,琼海,763.887500017
2074,2023.0,甘南藏族,434.918055561
2075,2023.0,甘孜藏族,837.0783333420001
2076,2023.0,白城,837.193611041
2077,2023.0,白山,421.890555572
2078,2023.0,白沙黎族自治县,123.01722223
2079,2023.0,白银,1243.938333375
2080,2023.0,百色,1829.270277781
2081,2023.0,益阳,2801.644444442
2082,2023.0,盐城,5849.2744443990005
2083,2023.0,盘锦,2538.3158334219997
2084,2023.0,眉山,5134.525556011
2085,2023.0,石嘴山,977.4252777869999
2086,2023.0,石家庄,7748.850832619
2087,2023.0,石河子,544.511944419
2088,2023.0,神农架林区,78.72222223200001
2089,2023.0,福州,3286.940277863
2090,2023.0,秦皇岛,3526.662222313
2091,2023.0,红河哈尼族彝族,1267.94166675
2092,2023.0,绍兴,11573.44472264
2093,2023.0,绥化,1918.135000026
2094,2023.0,绵阳,3468.255277877
2095,2023.0,聊城,5183.535833295
2096,2023.0,肇庆,8434.470833736
2097,2023.0,胡杨河,117.844166669
2098,2023.0,自贡,2103.469166599
2099,2023.0,舟山,1212.678333334
2100,2023.0,芜湖,4233.3219446680005
2101,2023.0,苏州,27625.180277519998
2102,2023.0,茂名,3867.151389167
2103,2023.0,荆州,3632.43500005
2104,2023.0,荆门,2513.871666614
2105,2023.0,莆田,1835.5202777309999
2106,2023.0,菏泽,5244.486944448
2107,2023.0,萍乡,1365.063611147
2108,2023.0,营口,1887.951666668
2109,2023.0,葫芦岛,3484.368611196
2110,2023.0,蚌埠,3738.246388915
2111,2023.0,衡水,4672.214166754
2112,2023.0,衡阳,4295.823055381
2113,2023.0,衢州,4176.243610986
2114,2023.0,襄阳,2854.324444532
2115,2023.0,西双版纳傣族,305.328055528
2116,2023.0,西宁,1707.423888817
2117,2023.0,西安,15960.628610984999
2118,2023.0,许昌,4713.202500591
2119,2023.0,贵港,2395.87694451
2120,2023.0,贵阳,6755.86583324
2121,2023.0,贺州,1635.980555623
2122,2023.0,资阳,2645.418333725
2123,2023.0,赣州,4925.831666686
2124,2023.0,赤峰,1545.136944352
2125,2023.0,辽源,582.945555461
2126,2023.0,辽阳,1921.5302777509999
2127,2023.0,达州,1710.6261111499998
2128,2023.0,运城,2115.026944454
2129,2023.0,连云港,4868.704722248
2130,2023.0,迪庆藏族,259.55166662199997
2131,2023.0,通化,939.521666651
2132,2023.0,通辽,1463.113055683
2133,2023.0,遂宁,2364.5325001349997
2134,2023.0,遵义,3817.7077778089997
2135,2023.0,邢台,6118.965832616
2136,2023.0,那曲,184.410555572
2137,2023.0,邯郸,4680.214721755
2138,2023.0,邵阳,2756.920555542
2139,2023.0,郑州,14249.411110636
2140,2023.0,郴州,3475.274722342
2141,2023.0,鄂尔多斯,2867.479166644
2142,2023.0,鄂州,2509.134166897
2143,2023.0,酒泉,1706.279444454
2144,2023.0,重庆,8443.625833534
2145,2023.0,金华,7822.045555787
2146,2023.0,金昌,514.89555554
2147,2023.0,钦州,2101.949722303
2148,2023.0,铁岭,2166.459444452
2149,2023.0,铁门关,140.949166622
2150,2023.0,铜仁,1984.054444447
2151,2023.0,铜川,1054.113611098
2152,2023.0,铜陵,1891.156944389
2153,2023.0,银川,2695.310833343
2154,2023.0,锡林郭勒盟,847.737500006
2155,2023.0,锦州,3264.659722195
2156,2023.0,镇江,7769.805277511
2157,2023.0,长春,4179.265833345
2158,2023.0,长沙,11203.453054453
2159,2023.0,长治,2007.266389011
2160,2023.0,阜新,1359.316944503
2161,2023.0,阜阳,3926.976111045
2162,2023.0,防城港,754.981944498
2163,2023.0,阳江,3230.149722299
2164,2023.0,阳泉,1203.427777912
2165,2023.0,阿克苏,866.753055574
2166,2023.0,阿勒泰,352.357777773
2167,2023.0,阿坝藏族羌族,1364.111111125
2168,2023.0,阿拉善盟,885.236666659
2169,2023.0,阿拉尔,340.32611108099996
2170,2023.0,阿里,33.239444438999996
2171,2023.0,陇南,759.988333306
2172,2023.0,陵水黎族自治县,910.731388863
2173,2023.0,随州,1574.976111081
2174,2023.0,雅安,2069.732777697
2175,2023.0,青岛,7415.2686107009995
2176,2023.0,鞍山,2815.20916664
2177,2023.0,韶关,3785.936388746
2178,2023.0,马鞍山,3697.642777786
2179,2023.0,驻马店,4074.6024999769998
2180,2023.0,鸡西,229.899444452
2181,2023.0,鹤壁,1771.645833348
2182,2023.0,鹤岗,204.71027780400001
2183,2023.0,鹰潭,1573.0319443820001
2184,2023.0,黄冈,5014.119722172
2185,2023.0,黄南藏族,130.902777774
2186,2023.0,黄山,1660.364444457
2187,2023.0,黄石,2218.316944536
2188,2023.0,黑河,316.512222198
2189,2023.0,黔东南苗族侗族,2217.512499941
2190,2023.0,黔南布依族苗族,4319.98194444
2191,2023.0,黔西南布依族苗族,1060.333888859
2192,2023.0,齐齐哈尔,1022.780833355
2193,2023.0,龙岩,1266.755277727
